epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.8465883135795593,0.662219226360321,0.8481314778327942,0.6501629948616028
1,0.630465567111969,0.7330986261367798,0.7027204036712646,0.704677164554596
2,0.583416759967804,0.750048041343689,0.6578431725502014,0.7220863699913025
3,0.5601438283920288,0.7589146494865417,0.6396006345748901,0.728900671005249
4,0.5430253148078918,0.7679535746574402,0.6103379726409912,0.7527053356170654
5,0.531213641166687,0.7741791605949402,0.5845517516136169,0.7499433755874634
6,0.521741509437561,0.7789825201034546,0.574692964553833,0.7686996459960938
7,0.5116202235221863,0.7855696082115173,0.579992413520813,0.7663905024528503
8,0.5052025318145752,0.7882869243621826,0.5664100050926208,0.7707824110984802
9,0.4975423514842987,0.7916765809059143,0.5616431832313538,0.7695372700691223
10,0.4933408200740814,0.7932541370391846,0.537502110004425,0.7738838791847229
11,0.4897876977920532,0.7946862578392029,0.5635110139846802,0.7677375078201294
12,0.4867072105407715,0.7960194945335388,0.5501928329467773,0.7788191437721252
13,0.48260000348091125,0.7975250482559204,0.5428071022033691,0.7765100002288818
14,0.48096463084220886,0.7977665066719055,0.5320708751678467,0.7855315804481506
15,0.47793498635292053,0.799482524394989,0.5662610530853271,0.7722199559211731
16,0.47626566886901855,0.8001660704612732,0.574386715888977,0.7595535516738892
17,0.47379323840141296,0.8004881143569946,0.5667349696159363,0.7711219787597656
18,0.4720045328140259,0.8009838461875916,0.5317037105560303,0.7848523855209351
19,0.4710582196712494,0.8017789721488953,0.5330146551132202,0.7806642055511475
